N,P,K,ph,moisture,organic_carbon,soil_quality
61,45,49,5.39,35,0.26,Bad
53,58,32,7.84,38,0.54,Bad
63,31,17,5.41,68,1.15,Bad
27,35,28,7.76,69,0.25,Bad
12,45,49,6.31,23,0.37,Bad
16,40,14,6.35,26,1.17,Bad
52,51,46,5.59,39,0.24,Bad
91,47,26,8.1,16,0.65,Bad
47,5,43,4.86,30,1.12,Bad
46,54,26,5.08,10,1.14,Bad
67,33,41,7.04,58,1.18,Good
42,5,56,7.9,47,0.68,Bad
68,12,43,4.88,13,0.29,Bad
20,20,24,7.44,55,0.97,Bad
77,32,14,7.47,17,0.91,Bad
91,26,14,6.83,27,0.78,Bad
77,22,30,6.45,61,1.09,Bad
97,26,29,5.78,69,1.11,Bad
31,45,57,5.91,54,0.88,Bad
75,16,32,7.2,17,0.31,Bad
53,23,17,4.76,40,0.3,Bad
15,29,19,6.84,40,0.61,Bad
51,54,10,5.61,37,0.49,Bad
34,9,56,6.37,65,0.33,Bad
66,38,16,6.74,57,0.81,Bad
94,43,23,8.04,46,0.88,Bad
64,14,36,6.82,12,0.9,Bad
25,51,15,5.41,54,0.38,Bad
23,11,42,4.82,24,0.51,Bad
48,41,37,7.01,13,0.4,Bad
37,51,6,6.68,44,0.8,Bad
60,56,59,7.19,68,0.77,Bad
58,56,19,6.34,43,0.7,Bad
18,19,40,7.8,45,0.5,Bad
67,46,9,8.18,66,0.44,Bad
54,28,19,4.66,15,1.09,Bad
31,30,47,7.48,13,0.25,Bad
41,30,14,4.64,58,0.86,Bad
78,50,21,6.28,39,0.22,Bad
96,30,38,6.35,48,0.39,Bad
78,14,56,7.28,27,0.49,Bad
51,21,28,5.91,69,1.09,Bad
62,57,14,7.78,31,0.34,Bad
68,18,56,5.87,19,1.14,Bad
83,6,34,5.87,58,1.02,Bad
48,52,7,5.39,38,0.88,Bad
24,17,55,7.24,32,0.61,Bad
80,31,41,4.81,13,1.11,Bad
38,13,7,5.95,68,0.73,Bad
12,11,44,5.57,28,0.57,Bad
92,52,9,5.42,35,0.79,Bad
19,14,32,4.74,16,0.43,Bad
38,58,48,5.26,22,0.47,Bad
88,13,18,6.28,12,1.12,Bad
44,26,43,6.51,49,0.99,Bad
15,27,15,5.58,20,0.71,Bad
21,11,12,7.1,25,0.62,Bad
47,52,41,5.84,29,1.01,Bad
86,13,12,5.97,60,0.77,Bad
28,31,16,7.63,32,0.62,Bad
76,28,19,6.71,32,0.72,Bad
17,33,23,8.31,41,0.43,Bad
17,21,52,5.94,50,0.4,Bad
93,24,50,7.81,51,1.19,Bad
56,11,32,7.45,64,1.17,Bad
13,47,11,8.06,47,0.62,Bad
60,44,44,8.33,12,0.72,Bad
94,11,11,4.53,61,1.03,Bad
76,32,34,4.85,17,0.93,Bad
54,23,22,7.2,47,0.3,Bad
17,24,28,6.06,66,0.57,Bad
96,48,10,7.78,49,0.45,Bad
25,43,55,4.55,23,1.19,Bad
86,44,8,7.73,17,0.95,Bad
76,11,59,5.04,20,0.25,Bad
18,10,7,5.66,51,1.1,Bad
69,29,53,8.38,67,1.13,Bad
87,45,58,4.71,64,0.53,Bad
86,17,55,5.9,51,0.84,Bad
80,43,51,4.84,52,0.88,Bad
24,44,10,7.91,42,0.93,Bad
80,26,30,7.31,24,0.89,Bad
50,53,48,7.7,46,0.76,Bad
31,21,55,6.61,23,1.15,Bad
33,52,42,5.93,64,0.71,Bad
53,26,15,4.51,35,0.31,Bad
10,38,56,5.61,66,0.28,Bad
19,12,33,6.56,69,0.22,Bad
89,53,24,7.16,61,0.63,Bad
81,49,14,5.42,17,0.47,Bad
65,22,30,5.06,58,1.1,Bad
98,28,52,5.31,13,1.07,Bad
59,58,31,5.92,45,1.04,Bad
21,46,54,5.09,27,1.07,Bad
98,6,18,5.13,36,0.5,Bad
90,6,40,4.68,68,0.63,Bad
69,31,16,7.93,28,0.51,Bad
35,18,56,5.38,12,0.29,Bad
87,52,27,7.79,18,1.12,Bad
50,43,25,6.25,48,0.82,Bad
45,57,12,7.03,11,0.33,Bad
32,57,43,4.8,18,0.41,Bad
52,16,13,6.83,65,0.65,Bad
15,36,28,5.66,15,0.25,Bad
78,32,35,4.88,47,0.47,Bad
52,59,29,8.13,37,0.9,Bad
34,32,21,6.91,57,1.12,Bad
27,50,46,5.47,43,1.13,Bad
71,29,33,6.18,38,0.72,Bad
22,8,7,5.93,57,0.51,Bad
52,30,25,7.3,12,1.12,Bad
87,40,12,6.93,63,0.99,Bad
37,54,18,4.58,25,0.79,Bad
27,7,43,5.29,53,1.03,Bad
68,5,20,6.41,44,0.66,Bad
69,21,22,6.28,20,0.31,Bad
72,11,35,6.57,52,1.14,Bad
66,52,15,7.36,32,0.73,Bad
60,9,42,7.23,39,0.9,Bad
65,23,24,5.99,57,0.59,Bad
36,43,57,8.01,14,0.34,Bad
41,50,50,4.75,61,0.47,Bad
18,38,57,6.84,17,0.24,Bad
93,39,49,8.3,52,0.29,Bad
77,53,8,6.7,52,0.4,Bad
55,20,24,6.32,59,0.76,Bad
76,44,35,5.04,60,1.19,Bad
35,54,24,7.74,19,1.04,Bad
17,51,15,6.0,37,0.29,Bad
15,43,54,7.3,45,1.04,Bad
89,31,5,5.29,69,0.74,Bad
33,45,48,4.67,19,0.86,Bad
57,42,22,5.72,23,0.33,Bad
54,54,43,5.63,47,0.6,Bad
22,54,48,7.99,46,1.08,Bad
78,29,37,7.96,56,0.63,Bad
34,30,58,6.64,14,0.33,Bad
29,18,40,4.58,64,0.51,Bad
91,18,22,5.41,65,0.42,Bad
91,18,51,7.06,15,0.89,Bad
75,29,35,4.91,39,1.11,Bad
83,40,39,7.3,28,0.93,Good
54,8,43,4.55,61,1.04,Bad
56,51,42,7.23,58,1.01,Good
72,19,19,7.88,23,0.21,Bad
85,36,51,6.38,20,0.32,Bad
86,22,10,7.82,55,0.62,Bad
64,18,12,7.63,14,0.31,Bad
84,5,44,7.19,54,0.93,Bad
28,46,26,6.28,40,0.27,Bad
44,24,5,5.59,53,0.62,Bad
62,14,17,7.94,67,0.59,Bad
35,14,59,7.09,41,0.74,Bad
23,28,28,7.69,33,0.83,Bad
54,38,25,6.71,60,1.15,Bad
53,32,49,5.19,19,0.47,Bad
97,31,47,8.42,22,0.87,Bad
74,44,8,5.23,56,0.24,Bad
60,5,11,8.14,61,0.2,Bad
52,37,16,5.33,22,0.23,Bad
95,8,17,5.99,45,0.65,Bad
32,11,58,6.26,31,0.76,Bad
65,13,48,8.19,18,0.21,Bad
28,20,20,8.05,67,0.6,Bad
91,9,10,7.79,28,0.24,Bad
85,38,18,6.01,61,0.85,Bad
64,27,55,4.52,63,0.83,Bad
69,47,52,7.23,63,0.98,Bad
68,54,35,6.14,16,0.75,Bad
42,29,40,7.53,24,0.82,Bad
28,55,41,7.68,26,0.48,Bad
37,17,45,6.26,55,0.29,Bad
61,28,39,7.49,23,0.94,Bad
58,15,58,7.86,50,0.81,Bad
46,56,14,8.21,57,1.14,Bad
35,55,21,6.83,11,1.19,Bad
49,21,55,7.61,23,1.05,Bad
89,41,46,6.48,13,1.19,Bad
47,17,34,4.67,12,0.85,Bad
86,31,48,5.12,12,0.29,Bad
96,24,59,5.01,20,0.29,Bad
63,37,11,5.19,14,1.01,Bad
31,46,22,4.54,57,0.44,Bad
25,36,23,7.93,64,0.26,Bad
37,12,19,6.74,38,0.67,Bad
44,33,43,6.03,37,0.51,Bad
69,44,48,6.14,32,0.79,Good
54,23,26,6.35,39,0.8,Bad
55,10,43,4.8,32,0.88,Bad
81,48,46,5.6,60,0.78,Bad
64,43,58,7.91,50,0.58,Bad
95,52,34,7.47,31,0.22,Bad
94,45,24,6.75,52,1.11,Bad
35,25,36,6.42,21,0.53,Bad
94,26,46,5.54,36,0.71,Bad
34,46,29,6.39,67,0.76,Bad
74,14,27,6.89,68,0.51,Bad
15,14,9,7.35,49,0.51,Bad
32,56,54,5.17,55,0.46,Bad
73,33,45,7.75,58,0.44,Bad
96,20,34,5.88,61,0.23,Bad
52,5,52,6.51,24,1.16,Bad
32,21,43,6.93,56,0.8,Bad
39,34,31,6.45,32,0.31,Bad
86,30,46,6.79,53,0.79,Good
27,57,41,4.95,50,0.43,Bad
96,50,11,6.23,53,0.51,Bad
88,23,9,5.62,28,1.0,Bad
30,57,19,4.84,53,1.09,Bad
66,25,55,5.27,20,0.9,Bad
32,21,46,6.91,69,1.13,Bad
54,50,12,5.29,47,1.11,Bad
53,44,13,5.22,49,0.75,Bad
91,25,15,6.71,52,1.11,Bad
97,57,26,8.12,12,0.74,Bad
56,45,38,7.65,25,0.3,Bad
49,44,39,8.12,41,1.03,Bad
60,49,17,6.83,47,0.33,Bad
51,53,15,6.14,18,0.52,Bad
16,23,36,7.42,50,0.58,Bad
59,11,46,5.55,47,1.01,Bad
57,21,19,4.81,14,0.28,Bad
93,5,42,5.88,10,0.64,Bad
15,41,5,5.7,44,0.64,Bad
18,10,50,7.2,44,0.78,Bad
66,30,54,6.71,21,0.55,Good
40,6,28,5.05,45,0.78,Bad
30,36,47,8.13,30,1.19,Bad
99,52,44,6.87,57,0.27,Bad
49,58,26,6.33,52,1.07,Bad
54,9,7,8.25,17,0.51,Bad
86,41,18,4.89,36,0.67,Bad
58,35,6,7.66,18,0.94,Bad
96,16,36,5.96,37,1.11,Bad
29,39,52,7.28,39,0.21,Bad
26,34,42,8.22,23,0.86,Bad
37,52,37,6.57,32,0.27,Bad
50,10,50,4.59,38,0.73,Bad
75,19,46,4.62,35,0.95,Bad
34,19,10,5.82,31,0.37,Bad
67,20,45,7.63,24,0.96,Bad
50,24,43,5.65,60,0.51,Bad
15,17,29,5.84,18,0.81,Bad
84,48,38,7.64,35,0.86,Bad
47,46,15,4.96,26,0.85,Bad
15,50,50,7.89,18,0.22,Bad
54,35,41,5.56,12,0.35,Bad
84,38,45,4.7,66,1.06,Bad
23,33,11,4.97,25,1.14,Bad
75,7,50,8.31,22,0.76,Bad
49,13,52,6.31,35,0.8,Bad
12,15,26,5.53,26,0.96,Bad
33,15,52,6.59,41,0.61,Bad
28,29,43,7.23,33,0.53,Bad
27,26,14,5.78,63,0.97,Bad
73,46,25,7.4,66,0.23,Bad
97,50,10,5.51,45,1.09,Bad
44,13,53,4.95,69,0.64,Bad
71,24,5,6.7,62,0.7,Bad
10,25,38,5.1,31,0.83,Bad
34,14,18,8.26,69,0.47,Bad
54,26,40,4.5,18,0.8,Bad
58,33,31,7.52,31,0.89,Bad
98,13,13,5.62,50,0.32,Bad
25,9,59,7.88,59,0.72,Bad
28,44,10,4.74,55,0.53,Bad
32,15,35,8.31,29,0.76,Bad
92,5,21,4.91,12,0.22,Bad
34,57,57,7.65,45,0.94,Bad
25,46,47,6.57,42,0.37,Bad
63,5,40,6.22,27,0.89,Bad
82,58,25,5.62,45,0.97,Bad
10,43,31,7.87,19,0.95,Bad
51,50,45,5.3,45,1.02,Bad
28,9,32,7.38,30,0.51,Bad
43,53,20,6.28,34,1.17,Bad
89,26,39,8.49,58,0.22,Bad
64,30,40,6.95,49,0.68,Good
27,57,39,4.92,60,0.47,Bad
43,10,49,6.18,18,0.94,Bad
98,36,23,4.77,57,1.01,Bad
54,52,25,5.64,36,1.02,Bad
15,15,37,5.87,65,0.5,Bad
30,14,27,7.91,65,0.47,Bad
79,51,59,7.85,66,0.88,Bad
57,43,10,4.55,24,1.13,Bad
48,59,36,6.63,61,0.45,Bad
40,38,26,5.39,41,1.11,Bad
19,35,7,5.78,57,0.79,Bad
39,16,39,4.59,69,0.94,Bad
27,55,20,7.5,62,0.64,Bad
69,48,46,8.3,53,1.01,Bad
97,20,29,5.38,64,1.17,Bad
82,42,21,5.87,59,0.37,Bad
24,7,43,5.33,48,0.59,Bad
13,6,17,8.22,25,1.06,Bad
72,56,32,4.54,37,0.38,Bad
49,9,15,6.84,60,0.61,Bad
18,15,14,7.98,15,0.37,Bad
18,29,43,5.25,15,0.85,Bad
35,39,28,6.86,47,0.44,Bad
13,39,42,4.7,67,0.58,Bad
90,26,28,7.76,56,0.69,Bad
25,41,37,5.6,11,0.5,Bad
24,26,21,8.46,50,0.88,Bad
61,59,48,8.19,49,0.31,Bad
78,15,40,7.43,16,1.08,Bad
14,36,39,6.49,36,0.68,Bad
29,39,10,7.57,37,0.77,Bad
88,35,20,5.02,69,0.82,Bad
27,49,49,5.74,25,0.26,Bad
11,57,32,4.61,56,0.96,Bad
22,12,45,7.08,18,1.15,Bad
13,24,36,7.72,61,0.72,Bad
51,46,30,8.29,24,0.59,Bad
83,38,15,7.25,43,0.98,Bad
70,8,56,7.43,29,0.92,Bad
17,22,29,8.08,23,0.85,Bad
76,55,35,8.25,69,1.17,Bad
72,8,25,6.47,67,0.78,Bad
18,24,49,4.94,20,0.45,Bad
20,13,59,6.37,39,0.22,Bad
51,20,55,6.72,12,0.65,Bad
22,30,7,7.03,11,0.85,Bad
45,42,16,8.46,59,0.37,Bad
22,29,55,8.17,23,0.23,Bad
21,8,44,6.09,65,1.11,Bad
46,45,50,4.95,38,0.5,Bad
83,49,58,5.36,14,0.67,Bad
82,45,45,5.2,53,0.29,Bad
61,42,29,5.92,55,0.58,Bad
80,57,21,8.01,15,0.62,Bad
11,23,42,6.25,17,1.1,Bad
65,18,40,6.77,48,1.07,Bad
69,25,40,5.22,48,0.39,Bad
32,19,23,6.47,53,0.76,Bad
49,7,48,7.99,38,0.93,Bad
73,41,6,7.59,48,0.49,Bad
94,57,21,4.82,53,0.59,Bad
32,54,34,7.95,36,1.18,Bad
38,50,51,5.6,25,0.96,Bad
87,20,14,7.16,36,0.64,Bad
99,18,39,5.09,48,0.73,Bad
60,13,56,7.2,49,0.83,Bad
78,51,40,4.64,10,0.7,Bad
98,11,58,6.9,54,0.61,Bad
40,18,37,7.08,60,0.56,Bad
59,10,5,5.48,42,0.37,Bad
29,25,22,8.25,65,1.17,Bad
64,19,8,4.68,59,0.29,Bad
90,56,59,8.07,48,0.8,Bad
11,12,58,6.03,63,1.16,Bad
34,38,51,7.36,36,0.57,Bad
22,44,31,7.11,26,0.45,Bad
79,5,29,5.17,69,1.16,Bad
76,36,59,5.78,24,1.0,Bad
67,53,32,6.62,31,0.86,Good
91,55,57,7.89,66,0.81,Bad
84,9,26,8.32,28,0.56,Bad
93,34,46,4.58,37,0.84,Bad
73,26,29,5.91,32,0.93,Bad
78,24,21,7.17,45,0.23,Bad
92,20,58,6.61,58,0.32,Bad
95,11,48,8.27,48,0.52,Bad
68,11,56,4.57,57,0.52,Bad
69,54,16,6.25,58,1.1,Bad
92,54,20,7.18,68,0.88,Bad
71,6,41,5.37,29,0.57,Bad
25,51,20,7.4,56,1.01,Bad
97,18,21,4.82,18,0.52,Bad
77,35,59,6.3,62,1.19,Bad
24,54,35,7.2,32,0.98,Bad
98,45,19,5.57,54,1.01,Bad
64,18,17,4.8,16,0.46,Bad
44,9,44,8.33,40,0.35,Bad
64,15,31,8.16,69,0.59,Bad
23,44,25,8.21,60,0.53,Bad
58,9,6,8.41,20,0.97,Bad
92,33,12,5.24,49,0.37,Bad
16,15,46,5.13,26,0.73,Bad
39,9,11,4.64,45,0.83,Bad
92,53,14,8.07,35,0.59,Bad
58,58,8,7.51,45,0.4,Bad
98,36,47,7.03,27,1.1,Good
25,40,45,8.21,63,0.34,Bad
60,19,40,6.8,40,0.5,Bad
81,23,39,5.02,58,0.96,Bad
91,26,47,5.21,44,0.81,Bad
89,38,7,5.03,50,0.93,Bad
92,21,22,5.73,37,1.01,Bad
51,16,55,6.02,35,1.1,Bad
26,29,50,7.69,15,0.5,Bad
72,21,47,5.27,43,0.67,Bad
54,14,28,7.4,37,0.89,Bad
86,32,36,6.46,53,0.99,Good
16,22,38,8.5,56,0.78,Bad
36,55,6,7.61,18,0.71,Bad
19,22,6,8.38,38,0.89,Bad
43,49,14,5.87,43,0.58,Bad
45,36,27,4.99,21,1.09,Bad
34,18,19,6.52,25,0.41,Bad
15,20,58,5.0,16,1.08,Bad
33,54,16,6.47,40,0.84,Bad
27,22,47,5.58,42,0.8,Bad
96,20,21,6.46,62,0.67,Bad
15,21,22,8.3,16,0.35,Bad
38,11,18,5.66,12,1.06,Bad
34,16,21,8.47,29,0.25,Bad
64,38,19,5.42,14,0.47,Bad
90,14,16,5.33,12,0.31,Bad
55,9,20,6.68,56,0.31,Bad
33,25,36,7.87,47,0.59,Bad
84,7,27,7.5,24,0.36,Bad
35,23,42,7.39,44,0.78,Bad
37,49,38,5.63,65,0.83,Bad
12,48,38,4.59,32,1.08,Bad
84,39,20,5.15,42,0.5,Bad
47,10,38,5.9,11,0.51,Bad
70,18,44,8.39,45,0.45,Bad
87,8,11,8.18,30,0.98,Bad
60,49,37,5.3,23,0.63,Bad
99,55,8,7.4,23,0.75,Bad
57,22,47,6.82,68,0.57,Bad
30,33,56,4.7,51,0.36,Bad
63,39,11,5.99,20,0.3,Bad
65,56,22,6.44,13,1.07,Bad
68,42,8,7.17,56,0.47,Bad
81,20,53,5.68,61,1.14,Bad
60,24,15,8.24,39,1.15,Bad
29,28,47,6.31,66,0.68,Bad
95,39,24,5.49,45,1.16,Bad
68,48,15,5.77,29,0.23,Bad
80,55,19,7.51,61,0.29,Bad
18,23,50,7.06,25,0.44,Bad
10,8,21,7.47,43,0.41,Bad
38,37,38,5.67,54,0.45,Bad
72,6,54,5.81,17,0.65,Bad
81,17,52,6.09,54,0.26,Bad
65,49,16,5.25,29,0.76,Bad
77,34,46,7.26,30,0.51,Good
44,38,32,5.82,49,0.27,Bad
12,34,52,5.8,39,0.95,Bad
16,55,39,5.58,45,0.85,Bad
36,58,12,6.31,14,0.99,Bad
10,28,31,7.59,30,1.14,Bad
89,52,26,7.84,47,0.79,Bad
80,48,58,7.72,32,0.99,Bad
53,37,28,6.98,28,0.4,Bad
96,45,6,5.62,19,0.61,Bad
50,53,35,7.44,36,0.73,Good
84,14,26,4.66,44,0.74,Bad
51,22,5,7.69,22,0.92,Bad
42,23,18,7.62,18,1.0,Bad
59,11,29,7.18,26,0.87,Bad
72,23,40,4.89,40,0.25,Bad
46,28,40,8.49,51,0.55,Bad
68,19,45,7.53,53,0.77,Bad
90,45,7,7.44,54,0.71,Bad
57,46,9,4.76,33,0.24,Bad
14,27,5,6.09,51,1.18,Bad
57,56,58,4.84,60,1.16,Bad
12,56,23,5.94,62,0.97,Bad
56,8,37,6.78,28,0.26,Bad
71,42,46,8.02,67,0.63,Bad
23,8,58,5.63,58,0.61,Bad
72,9,34,6.99,67,0.76,Bad
70,45,16,5.16,39,0.26,Bad
40,48,14,5.92,14,0.62,Bad
26,27,38,8.29,17,0.96,Bad
33,44,20,7.49,46,1.2,Bad
32,57,44,6.68,56,0.8,Bad
91,41,50,5.51,45,1.14,Bad
59,15,33,6.02,34,1.2,Bad
87,59,19,5.13,54,0.63,Bad
88,15,52,5.91,58,0.87,Bad
88,17,15,5.1,14,0.41,Bad
79,18,48,7.68,42,0.68,Bad
36,12,38,4.82,31,0.28,Bad
24,29,40,5.26,56,0.23,Bad
59,22,34,7.26,51,1.09,Bad
45,55,39,8.11,34,1.06,Bad
17,48,13,8.36,52,0.51,Bad
88,48,22,7.84,59,0.66,Bad
12,22,23,5.35,38,0.69,Bad
71,14,43,5.64,54,0.72,Bad
56,11,8,7.98,61,0.33,Bad
86,54,10,8.06,65,0.98,Bad
97,48,55,7.06,39,0.55,Good
70,18,37,5.75,57,0.23,Bad
41,19,36,5.4,60,0.88,Bad
22,20,20,7.91,39,1.03,Bad
10,6,15,5.32,64,1.12,Bad
43,34,26,7.15,53,0.87,Bad
71,34,40,8.37,64,0.39,Bad
88,22,54,7.32,55,0.79,Bad
87,35,27,5.53,40,1.11,Bad
91,48,30,5.63,43,0.55,Bad
80,52,35,4.87,37,1.15,Bad
40,17,33,7.24,19,0.3,Bad
73,24,9,6.57,13,0.93,Bad
34,53,58,5.33,42,0.32,Bad
47,54,42,5.41,65,1.0,Bad
23,39,29,4.54,67,0.3,Bad
17,27,38,8.41,67,0.53,Bad
63,46,16,7.81,66,0.98,Bad
11,37,26,6.08,26,0.66,Bad
90,42,13,8.28,20,1.08,Bad
87,39,24,7.21,16,0.6,Bad
98,55,33,7.51,26,1.19,Bad
65,40,48,7.22,37,0.22,Bad
93,24,33,7.53,26,0.9,Bad
94,59,49,5.18,50,1.12,Bad
70,7,31,6.75,19,0.74,Bad
31,12,58,7.9,35,1.19,Bad
44,44,59,4.58,15,0.91,Bad
25,36,21,4.99,26,0.63,Bad
59,33,9,5.48,25,0.72,Bad
52,11,56,5.68,48,1.08,Bad
26,6,49,5.23,60,1.16,Bad
89,25,17,7.0,35,0.76,Bad
67,10,46,5.68,13,0.51,Bad
11,32,19,5.13,29,0.44,Bad
13,52,19,8.12,65,0.68,Bad
94,46,22,7.28,58,0.5,Bad
48,40,54,5.48,65,0.62,Bad
15,36,6,5.94,50,1.03,Bad
90,49,27,7.46,20,0.67,Bad
98,46,47,7.66,32,0.84,Bad
78,57,17,5.21,42,0.29,Bad
78,50,47,8.25,40,0.96,Bad
29,13,8,7.64,16,0.68,Bad
73,15,51,7.93,31,0.56,Bad
25,27,58,5.08,14,0.81,Bad
60,54,59,5.07,46,0.3,Bad
46,15,29,5.72,10,0.61,Bad
82,53,15,4.76,15,1.01,Bad
78,6,54,4.86,54,0.46,Bad
51,7,52,5.07,56,1.11,Bad
66,15,46,7.35,13,0.8,Bad
75,54,16,4.62,39,0.74,Bad
18,39,17,4.83,39,0.6,Bad
95,19,13,8.28,26,0.94,Bad
73,47,57,4.83,69,0.76,Bad
95,15,49,6.65,65,1.0,Bad
31,35,42,7.07,33,0.53,Bad
43,32,10,8.33,40,0.9,Bad
64,32,47,8.1,37,1.14,Bad
38,36,55,6.26,54,0.48,Bad
47,29,47,8.27,52,1.18,Bad
27,24,14,6.23,13,0.61,Bad
80,32,27,7.18,48,0.24,Bad
74,29,19,5.54,28,0.56,Bad
10,15,49,7.05,33,0.35,Bad
97,23,27,6.65,16,0.5,Bad
13,32,44,6.93,55,0.3,Bad
13,5,41,7.23,62,0.38,Bad
91,9,38,5.19,57,0.33,Bad
36,14,20,5.71,62,0.24,Bad
52,46,49,7.44,18,0.5,Bad
68,50,55,5.16,31,1.14,Bad
41,38,45,5.88,63,1.15,Bad
42,40,51,7.17,11,1.05,Bad
37,6,36,8.25,36,0.21,Bad
64,22,42,4.8,25,0.23,Bad
69,17,44,6.57,14,0.21,Bad
79,55,50,4.83,21,0.57,Bad
71,9,9,6.02,61,1.18,Bad
89,24,21,5.2,35,1.1,Bad
43,6,26,7.1,24,0.45,Bad
96,15,43,7.53,12,0.61,Bad
97,34,45,5.49,18,1.02,Bad
65,36,52,7.35,68,0.96,Bad
22,36,22,6.29,37,0.33,Bad
65,54,32,5.63,48,0.31,Bad
27,42,17,6.59,45,0.74,Bad
63,59,54,6.02,34,0.3,Bad
86,32,46,5.42,50,1.03,Bad
52,14,5,7.53,37,0.45,Bad
48,26,57,7.69,56,0.39,Bad
70,59,54,7.7,64,0.39,Bad
51,21,23,6.03,30,0.25,Bad
90,26,38,5.18,38,0.84,Bad
88,47,8,7.86,34,0.36,Bad
27,23,47,5.82,39,0.43,Bad
32,21,7,7.49,48,0.95,Bad
63,28,45,7.77,66,0.26,Bad
39,40,14,7.57,20,0.4,Bad
67,36,32,6.06,28,0.35,Bad
77,50,38,8.25,20,0.2,Bad
76,56,43,7.14,34,0.74,Good
80,40,51,6.8,10,0.39,Bad
27,32,23,7.29,41,0.83,Bad
16,18,46,4.68,30,0.7,Bad
49,40,56,6.06,54,0.87,Bad
79,10,50,8.02,22,1.18,Bad
95,13,40,5.14,43,0.42,Bad
74,25,47,6.16,26,0.87,Bad
77,16,7,6.12,60,1.03,Bad
58,34,27,5.92,64,1.16,Bad
61,35,21,6.75,56,0.82,Bad
38,44,11,8.48,28,0.33,Bad
30,8,30,5.52,19,0.25,Bad
99,35,47,7.32,51,0.48,Bad
87,31,22,7.53,68,1.13,Bad
18,29,50,6.84,18,0.74,Bad
56,9,50,4.89,60,0.78,Bad
85,10,10,6.79,20,0.81,Bad
51,9,35,8.31,47,0.53,Bad
60,55,33,5.87,40,0.38,Bad
65,31,13,7.06,11,1.15,Bad
60,12,58,8.34,33,0.96,Bad
79,13,39,7.69,51,0.71,Bad
29,19,21,7.25,56,0.58,Bad
97,40,16,8.38,14,0.68,Bad
36,45,40,5.18,59,0.23,Bad
47,11,56,7.59,39,0.45,Bad
81,36,52,6.13,48,0.45,Bad
74,12,28,5.94,44,0.65,Bad
63,51,14,6.58,62,0.44,Bad
33,55,34,4.64,68,0.39,Bad
56,19,33,5.75,66,0.97,Bad
80,41,43,5.16,57,1.09,Bad
92,23,14,5.05,26,0.27,Bad
95,43,43,5.85,40,0.41,Bad
72,10,59,7.71,11,0.97,Bad
66,23,32,5.3,25,1.02,Bad
64,32,22,6.63,30,0.7,Bad
69,21,45,7.49,39,0.89,Bad
71,46,58,5.46,61,0.28,Bad
39,23,54,8.2,10,1.05,Bad
31,35,21,7.97,23,1.03,Bad
84,15,15,5.5,25,0.89,Bad
93,19,5,8.46,64,1.12,Bad
38,14,21,7.18,18,0.25,Bad
50,47,40,5.64,58,0.43,Bad
51,27,40,7.22,17,0.56,Bad
74,7,50,7.16,18,0.36,Bad
40,7,13,6.92,43,1.01,Bad
39,22,49,7.35,54,0.96,Bad
27,29,32,5.57,42,0.97,Bad
26,47,52,8.42,31,0.49,Bad
47,24,37,7.93,39,0.96,Bad
23,33,7,7.48,16,0.32,Bad
96,26,55,4.61,27,0.31,Bad
98,54,12,6.86,30,0.78,Bad
88,19,54,7.33,14,0.25,Bad
65,43,10,7.92,16,1.14,Bad
31,14,56,8.28,21,0.53,Bad
76,25,10,8.16,68,0.68,Bad
65,59,33,6.12,26,1.01,Good
28,56,41,8.09,67,0.6,Bad
66,33,16,4.5,33,0.63,Bad
53,36,13,5.91,46,0.55,Bad
44,14,45,4.96,53,0.55,Bad
10,17,53,8.03,28,0.67,Bad
61,51,23,8.21,54,1.15,Bad
94,27,21,5.52,25,1.14,Bad
79,54,58,5.97,34,0.75,Bad
46,27,52,8.44,36,0.66,Bad
74,35,48,6.76,60,1.01,Good
60,8,36,6.49,64,0.88,Bad
10,56,39,6.5,51,1.08,Bad
30,53,18,7.28,53,0.93,Bad
62,7,53,8.32,16,1.15,Bad
25,25,58,5.97,55,1.09,Bad
70,57,20,5.19,51,1.06,Bad
63,6,25,5.24,69,0.59,Bad
49,8,16,4.58,17,0.59,Bad
35,5,28,6.72,24,0.94,Bad
89,19,38,8.22,67,0.28,Bad
74,37,12,7.35,25,0.52,Bad
83,10,48,8.47,17,1.13,Bad
73,11,25,8.14,45,0.65,Bad
52,23,52,6.47,41,0.47,Bad
26,48,12,6.45,26,0.68,Bad
68,5,32,7.01,45,0.49,Bad
32,43,20,4.94,31,0.97,Bad
16,23,14,6.93,41,1.05,Bad
53,49,56,6.36,67,0.98,Bad
62,30,19,7.07,20,0.35,Bad
80,48,8,6.76,54,0.54,Bad
88,16,30,5.74,15,0.41,Bad
43,26,19,6.93,31,0.24,Bad
55,17,40,5.96,23,0.94,Bad
77,32,36,5.28,37,0.63,Bad
87,18,47,7.2,48,0.48,Bad
87,26,42,5.73,21,0.51,Bad
25,34,8,8.06,36,0.34,Bad
80,48,45,5.3,10,1.03,Bad
28,24,13,6.9,19,0.34,Bad
11,48,39,6.79,42,0.54,Bad
19,31,59,5.29,25,0.21,Bad
59,42,32,6.26,48,0.64,Good
90,46,41,7.2,69,0.55,Bad
21,56,51,5.77,61,0.92,Bad
79,45,13,4.96,15,0.92,Bad
31,38,6,6.96,63,0.24,Bad
41,43,7,5.4,34,0.32,Bad
93,45,57,7.23,59,1.1,Good
